"","Categoria","Linea","Marca","Assortment","ID","Vta_und"
"259","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A54 6/128",202218,63
"260","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A54 6/128",202219,79
"261","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A54 6/128",202220,58
"262","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A54 6/128",202221,54
"263","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A54 6/128",202222,77
"264","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A54 6/128",202223,68
"265","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A54 6/128",202224,43
"266","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A54 6/128",202225,53
"267","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A54 6/128",202226,57
"268","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A54 6/128",202227,44
"269","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A54 6/128",202228,34
"270","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A54 6/128",202229,30
"271","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A54 6/128",202230,27
"272","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A54 6/128",202231,21
"273","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A54 6/128",202232,25
"274","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A54 6/128",202233,25
"275","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A54 6/128",202234,35
"276","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A54 6/128",202235,50
"277","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A54 6/128",202236,27
"278","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A54 6/128",202237,44
"279","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A54 6/128",202238,41
"280","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A54 6/128",202239,68
"281","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A54 6/128",202240,50
"282","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A54 6/128",202241,62
"283","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A54 6/128",202242,68
"284","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A54 6/128",202243,84
"285","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A54 6/128",202244,72
"286","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A54 6/128",202245,61
"287","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A54 6/128",202246,72
"288","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A54 6/128",202247,74
"289","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A54 6/128",202248,54
"290","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A54 6/128",202249,62
"291","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A54 6/128",202250,38
"292","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A54 6/128",202251,86
"293","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A54 6/128",202252,74
"294","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A54 6/128",202253,9
"295","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A54 6/128",202301,44
"296","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A54 6/128",202302,76
"297","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A54 6/128",202303,108
"298","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A54 6/128",202304,87
"299","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A54 6/128",202305,55
"300","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A54 6/128",202306,73
"301","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A54 6/128",202307,110
"302","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A54 6/128",202308,67
"303","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A54 6/128",202309,62
"304","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A54 6/128",202310,76
"305","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A54 6/128",202311,64
"306","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A54 6/128",202312,68
"307","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A54 6/128",202313,52
"308","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A54 6/128",202314,39
"309","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A54 6/128",202315,35
"310","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A54 6/128",202316,41
"311","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A54 6/128",202317,23
"312","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A54 6/128",202318,10
"313","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A54 6/128",202319,8
"314","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A54 6/128",202320,4
"315","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A54 6/128",202321,9
"316","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A54 6/128",202322,27
"317","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A54 6/128",202323,37
"318","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A54 6/128",202324,30
"319","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A54 6/128",202325,14
"320","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A54 6/128",202326,25
"321","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A54 6/128",202327,45
"322","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A54 6/128",202328,35
"323","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A54 6/128",202329,27
"324","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A54 6/128",202330,42
"325","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A54 6/128",202331,21
"326","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A54 6/128",202332,35
"327","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A54 6/128",202333,37
"328","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A54 6/128",202334,39
"329","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A54 6/128",202335,29
"330","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A54 6/128",202336,28
"331","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A54 6/128",202337,36
"332","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A54 6/128",202338,45
"333","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A54 6/128",202339,38
"334","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A54 6/128",202340,43
"335","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A54 6/128",202341,46
"336","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A54 6/128",202342,27
"337","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A54 6/128",202343,32
"338","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A54 6/128",202344,15
"339","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A54 6/128",202345,18
"340","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A54 6/128",202346,67
"341","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A54 6/128",202347,52
"342","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A54 6/128",202348,17
"343","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A54 8/256",202312,1
"344","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A54 8/256",202313,3
"345","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A54 8/256",202314,6
"346","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A54 8/256",202315,17
"347","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A54 8/256",202316,46
"348","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A54 8/256",202317,52
"349","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A54 8/256",202318,98
"350","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A54 8/256",202319,116
"351","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A54 8/256",202320,89
"352","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A54 8/256",202321,85
"353","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A54 8/256",202322,56
"354","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A54 8/256",202323,46
"355","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A54 8/256",202324,50
"356","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A54 8/256",202325,39
"357","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A54 8/256",202326,29
"358","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A54 8/256",202327,35
"359","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A54 8/256",202328,34
"360","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A54 8/256",202329,15
"361","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A54 8/256",202330,16
"362","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A54 8/256",202331,22
"363","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A54 8/256",202332,17
"364","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A54 8/256",202333,24
"365","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A54 8/256",202334,47
"366","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A54 8/256",202335,32
"367","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A54 8/256",202336,35
"368","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A54 8/256",202337,15
"369","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A54 8/256",202338,27
"370","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A54 8/256",202339,47
"371","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A54 8/256",202340,52
"372","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A54 8/256",202341,109
"373","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A54 8/256",202342,44
"374","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A54 8/256",202343,298
"375","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A54 8/256",202344,47
"376","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A54 8/256",202345,93
"377","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A54 8/256",202346,290
"378","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A54 8/256",202347,34
"379","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA A54 8/256",202348,66
"380","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA OTROS SAMSUNG",202116,2
"381","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA OTROS SAMSUNG",202117,24
"382","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA OTROS SAMSUNG",202118,26
"383","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA OTROS SAMSUNG",202119,28
"384","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA OTROS SAMSUNG",202120,25
"385","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA OTROS SAMSUNG",202121,42
"386","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA OTROS SAMSUNG",202122,32
"387","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA OTROS SAMSUNG",202123,28
"388","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA OTROS SAMSUNG",202124,41
"389","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA OTROS SAMSUNG",202125,29
"390","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA OTROS SAMSUNG",202126,33
"391","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA OTROS SAMSUNG",202127,26
"392","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA OTROS SAMSUNG",202128,25
"393","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA OTROS SAMSUNG",202129,41
"394","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA OTROS SAMSUNG",202130,24
"395","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA OTROS SAMSUNG",202131,29
"396","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA OTROS SAMSUNG",202132,14
"397","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA OTROS SAMSUNG",202133,11
"398","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA OTROS SAMSUNG",202134,9
"399","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA OTROS SAMSUNG",202135,28
"400","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA OTROS SAMSUNG",202136,26
"401","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA OTROS SAMSUNG",202137,29
"402","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA OTROS SAMSUNG",202138,21
"403","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA OTROS SAMSUNG",202139,11
"404","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA OTROS SAMSUNG",202140,9
"405","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA OTROS SAMSUNG",202141,5
"406","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA OTROS SAMSUNG",202142,1
"407","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA OTROS SAMSUNG",202143,1
"408","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA OTROS SAMSUNG",202144,1
"409","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA OTROS SAMSUNG",202147,1
"410","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA OTROS SAMSUNG",202149,1
"411","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA OTROS SAMSUNG",202201,1
"412","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA OTROS SAMSUNG",202213,1
"413","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA OTROS SAMSUNG",202214,1
"414","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA OTROS SAMSUNG",202221,1
"415","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA OTROS SAMSUNG",202237,1
"416","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA OTROS SAMSUNG",202305,1
"417","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG ALTA OTROS SAMSUNG",202338,1
"418","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG BAJA A04 4/64",202121,4
"419","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG BAJA A04 4/64",202123,1
"420","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG BAJA A04S 4/64",202305,4
"421","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG BAJA A04S 4/64",202306,11
"422","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG BAJA A04S 4/64",202307,26
"423","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG BAJA A04S 4/64",202308,282
"424","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG BAJA A04S 4/64",202309,195
"425","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG BAJA A04S 4/64",202310,25
"426","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG BAJA A04S 4/64",202311,31
"427","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG BAJA A04S 4/64",202312,25
"428","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG BAJA A04S 4/64",202313,33
"429","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG BAJA A04S 4/64",202314,44
"430","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG BAJA A04S 4/64",202315,46
"431","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG BAJA A04S 4/64",202316,41
"432","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG BAJA A04S 4/64",202317,64
"433","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG BAJA A04S 4/64",202318,91
"434","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG BAJA A04S 4/64",202319,84
"435","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG BAJA A04S 4/64",202320,43
"436","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG BAJA A04S 4/64",202321,42
"437","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG BAJA A04S 4/64",202322,26
"438","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG BAJA A04S 4/64",202323,23
"439","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG BAJA A04S 4/64",202324,31
"440","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG BAJA A04S 4/64",202325,16
"441","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG BAJA A04S 4/64",202326,19
"442","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG BAJA A04S 4/64",202327,23
"443","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG BAJA A04S 4/64",202328,17
"444","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG BAJA A04S 4/64",202329,11
"445","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG BAJA A04S 4/64",202330,13
"446","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG BAJA A04S 4/64",202331,16
"447","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG BAJA A04S 4/64",202332,9
"448","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG BAJA A04S 4/64",202333,5
"449","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG BAJA A04S 4/64",202334,10
"450","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG BAJA A04S 4/64",202335,10
"451","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG BAJA A04S 4/64",202336,7
"452","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG BAJA A04S 4/64",202337,8
"453","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG BAJA A04S 4/64",202338,2
"454","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG BAJA A04S 4/64",202339,4
"455","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG BAJA A04S 4/64",202340,11
"456","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG BAJA A04S 4/64",202341,8
"457","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG BAJA A04S 4/64",202342,8
"458","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG BAJA A04S 4/64",202343,2
"459","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG BAJA A04S 4/64",202344,6
"460","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG BAJA A04S 4/64",202345,8
"461","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG BAJA A04S 4/64",202346,12
"462","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG BAJA A04S 4/64",202347,9
"463","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG BAJA A04S 4/64",202348,6
"464","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG BAJA A14 4/128",202101,31
"465","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG BAJA A14 4/128",202102,34
"466","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG BAJA A14 4/128",202103,66
"467","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG BAJA A14 4/128",202104,22
"468","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG BAJA A14 4/128",202105,32
"469","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG BAJA A14 4/128",202106,32
"470","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG BAJA A14 4/128",202107,79
"471","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG BAJA A14 4/128",202108,118
"472","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG BAJA A14 4/128",202109,199
"473","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG BAJA A14 4/128",202110,216
"474","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG BAJA A14 4/128",202111,332
"475","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG BAJA A14 4/128",202112,392
"476","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG BAJA A14 4/128",202113,391
"477","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG BAJA A14 4/128",202114,218
"478","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG BAJA A14 4/128",202115,280
"479","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG BAJA A14 4/128",202116,332
"480","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG BAJA A14 4/128",202117,220
"481","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG BAJA A14 4/128",202118,275
"482","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG BAJA A14 4/128",202119,262
"483","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG BAJA A14 4/128",202120,215
"484","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG BAJA A14 4/128",202121,253
"485","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG BAJA A14 4/128",202122,210
"486","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG BAJA A14 4/128",202123,216
"487","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG BAJA A14 4/128",202124,268
"488","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG BAJA A14 4/128",202125,241
"489","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG BAJA A14 4/128",202126,188
"490","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG BAJA A14 4/128",202127,217
"491","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG BAJA A14 4/128",202128,169
"492","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG BAJA A14 4/128",202129,131
"493","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG BAJA A14 4/128",202130,103
"494","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG BAJA A14 4/128",202131,132
"495","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG BAJA A14 4/128",202132,140
"496","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG BAJA A14 4/128",202133,127
"497","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG BAJA A14 4/128",202134,137
"498","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG BAJA A14 4/128",202135,149
"499","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG BAJA A14 4/128",202136,166
"500","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG BAJA A14 4/128",202137,150
"501","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG BAJA A14 4/128",202138,182
"502","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG BAJA A14 4/128",202139,150
"503","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG BAJA A14 4/128",202140,162
"504","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG BAJA A14 4/128",202141,127
"505","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG BAJA A14 4/128",202142,119
"506","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG BAJA A14 4/128",202143,128
"507","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG BAJA A14 4/128",202144,132
"508","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG BAJA A14 4/128",202145,132
"509","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG BAJA A14 4/128",202146,160
"510","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG BAJA A14 4/128",202147,126
"511","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG BAJA A14 4/128",202148,126
"512","TELEFONIA","DESBLOQUEADOS","SAMSUNG","SAMSUNG BAJA A14 4/128",202149,130
